data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4556595,764,THA3089,3089,3-Mar-19,2019,2,Violence against civilians,Attack,Southern Muslim Separatists (Thailand),,2,Civilians (Thailand),,7,27,South-Eastern Asia,Thailand,Pattani,Yaring,,Yaring,6.8661,101.3689,2,Bangkok Post,National,"On 3 March 2019, the body of a civilian was found lying behind the Sababu Islamiyah Mosque in Ban Rueso in Yaring district, Pattani province. He had been shot once in the back of the head. The police do not know the motive for the killing and say it probably could have been the result of a personal conflict. As it is in the Deep South, this violence might be linked to the Southern Muslim Separatist violence.",1,1552576390,THA
4556838,356,IND47457,47457,3-Mar-19,2019,1,Violence against civilians,Attack,Curchorem Communal Militia (India),,4,Civilians (India),,7,47,Southern Asia,India,Goa,South Goa,Quepem,Quepem,15.2128,74.0772,2,Times of India,National,"On 3 Mar, in Quepem tehsil area (South Goa, Goa), residents from Curchorem attacked residents of Tilamol or Xeldem with knives and hockey sticks for unknown reasons, injuring a few residents. This occurred during a series of rioting events committed by Curchorem residents on that day. No further information was provided.",0,1552576390,IND
4556855,356,IND47474,47474,3-Mar-19,2019,1,Violence against civilians,Attack,NPP: National People's Party,,3,Civilians (India),UDP: United Democratic Party,7,37,Southern Asia,India,Meghalaya,West Jaintia Hills,Laskein,Mawkaiaw,25.5232,92.4451,1,Shillong Times (India),Subnational,"On March 3, supporters of a NPP candidate who lost the election attacked families alleged to have supported the winning UDP candidate, in Mowkaiaw village (West Jaintia Hills, Meghalaya). The victims were attacked with stones and lethal weapons. Vehicles were also damaged in the attacked.",0,1552576390,IND
4557125,356,IND47429,47429,2-Mar-19,2019,2,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),,7,37,Southern Asia,India,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,2,Deccan Chronicle,National,"Assumed on 2 Mar, in Coimbatore district (TN), an intersex activist and trans person was assaulted by an unidentified person. No further information was provided.",0,1552576391,IND
4557350,356,IND47311,47311,1-Mar-19,2019,1,Violence against civilians,Attack,Hindu Militia (India),,4,Civilians (India),Dalit Caste Group (India),7,47,Southern Asia,India,Uttar Pradesh,Lucknow,Mohanlalganj,Gosainganj,26.7679,81.1075,1,Times of India,National,"On March 1, a Dalit youth was assaulted with an iron rod by a temple priest shouting casteist remarks in Gosainganj (Lucknow, Uttar Pradesh) after he took water from a utensil outside the temple. The youth was critically injured.",0,1552576391,IND
4557501,356,IND47411,47411,1-Mar-19,2019,1,Violence against civilians,Attack,INC: Indian National Congress,,3,Civilians (India),Government of India (2014-),7,37,Southern Asia,India,Karnataka,Hassan,Hassan,Hassan,13.0071,76.0962,2,The Hindu,National,"On 1 Mar, in Hassan taluk (Hassan, Karnataka), a Congress party worker and husband of a panchayat member hit, scolded, and threatened a secretary of Seege Gram Panchayat at the GP office over an argument regarding issuing of khatas of some properties.",0,1552576391,IND
4557695,356,IND47256,47256,28-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),INC: Indian National Congress; Government of India (2014-),7,37,Southern Asia,India,Punjab,Ferozepur,Ferozepur,Ferozepur,30.9257,74.6131,2,Chandigarh Tribune,National,"On February 28, a Congress Zila Parishad member was shot dead by unidentified persons in the Kamboj Nagar area of Ferozepur (Punjab). It is unclear if the motive for the killing was personal or political.",1,1552576391,IND
4558057,356,IND47206,47206,27-Feb-19,2019,1,Violence against civilians,Attack,CPI (Maoist): Communist Party of India (Maoist),,2,Civilians (India),,7,27,Southern Asia,India,Chhattisgarh,Narayanpur,Narayanpur,Narayanpur,19.7179,81.2443,2,Times of India,National,"On 27 Feb, Maoists shot a suspected police informer after dragging him off a bus in Narayanpur district (Chhattisgarh).",1,1552576392,IND
4558059,356,IND47208,47208,27-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),Labour Group (India),3,Civilians (India),Journalists (India),7,37,Southern Asia,India,Jharkhand,Ranchi,Ranchi,Ranchi,23.3432,85.3094,1,Telegraph (India),National,"On 27 Feb, two employees of Ranchi University assaulted two journalists who went to the campus in Ranchi city (Jharkhand) to cover students' unrest over regular delays in opening the examination department counter.",0,1552576392,IND
4558156,764,THA3083,3083,27-Feb-19,2019,1,Violence against civilians,Attack,Southern Muslim Separatists (Thailand),,2,Civilians (Thailand),,7,27,South-Eastern Asia,Thailand,Pattani,Mueang Pattani,,Pattani,6.8681,101.25,3,Benar News,Regional,"On 27 February 2019, unidentified gunmen shot a man dead in Pattani province. As it is in the Deep South, this violence might be linked to the Southern Muslim Separatist violence.",1,1552576392,THA
4558183,356,IND47402,47402,27-Feb-19,2019,1,Violence against civilians,Sexual violence,Unidentified Caste Militia (India),,4,Civilians (India),Unidentified Caste Group (India),7,47,Southern Asia,India,Tamil Nadu,Ariyalur,Ariyalur,Ariyalur,11.1384,79.0755,2,Deccan Chronicle,National,"On 27 Feb, in Ariyalur district (TN), a woman belonging to a scheduled caste was subjected to casteist slurs by a man from an upper caste community. The man then assaulted and raped the woman.",0,1552576392,IND
4558531,356,IND47400,47400,26-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Caste Militia (India),BJP: Bharatiya Janata Party,4,Civilians (India),Dalit Caste Group (India),7,47,Southern Asia,India,Karnataka,Dharwad,Hubballi,Hubballi,15.3477,75.1337,2,The Hindu,National,"On 26 Feb, in Hubballi tehsil (Dharwad, Karnataka), a Dalit family in Vittalapura village was assaulted by upper caste villagers over refurbishing a place of worship inside the family's house. Four Dalit families were forced to leave the village for fear of further attacks. One of the accused is a husband of a gram panchayat and BJP member.",0,1552576395,IND
4558758,356,IND47049,47049,25-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),,7,37,Southern Asia,India,Punjab,Jalandhar,Phillaur,Phillaur,31.0188,75.7911,2,Chandigarh Tribune,National,"On February 25, four armed persons fired shots at the nephew of a former councillor near Phillaur (Jalandhar, Punjab). The motive for the attack is unclear.",0,1552576395,IND
4558759,356,IND47050,47050,25-Feb-19,2019,2,Violence against civilians,Attack,DMK: Dravida Munnetra Kazhagam,Labour Group (India),3,Civilians (India),Labour Group (India),7,37,Southern Asia,India,Tamil Nadu,Pudukkottai,Tirumayam,Tirumayam,10.2449,78.7464,2,The Hindu,National,"Assumed on 25 Feb, in Tirumayam tehsil (Puddukkottai, TN), a DMK functionary and his brother slapped two women and damaged their shop over their refusal to vacate the shop, which is near the functionary's shop. [size=2]",0,1552576395,IND
4558760,356,IND47051,47051,25-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),INC: Indian National Congress,7,37,Southern Asia,India,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam,17.68,83.2016,1,Asian News International; The Hindu,National-Regional,"On 25 Feb, in Visakhapatnam city (Visakhapatnam, AP), a former corporator from Congress (B. Vijaya Reddy) was stabbed dead by unidentified assailants.",1,1552576395,IND
4558761,356,IND47052,47052,25-Feb-19,2019,1,Violence against civilians,Sexual violence,Bikkavolu Communal Militia (India),,4,Civilians (India),Dalit Caste Group (India),7,47,Southern Asia,India,Andhra Pradesh,East Godavari,Bikkavolu,Bikkavolu,16.95,82.05,2,Times of India,National,"On 25 Feb, in Bikkavolu mandal (East Godavari, AP), a bank manager and his relatives hit a Dalit woman with a hot iron rod and threw chilli powder on her eyes over a land dispute. They also stripped the woman and her 11-year old daughter naked and tied them to a tree. [size=no report]",0,1552576395,IND
4558762,356,IND47053,47053,25-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Caste Militia (India),,4,Civilians (India),Dalit Caste Group (India); Students (India),7,47,Southern Asia,India,Tamil Nadu,Tirunelveli,Palayamkottai,Munnirpallam,8.685,77.6987,1,The Hindu,National,"On 25 Feb, at Munnirpallam in Palayamkottai tehsil (Tirunelveli, TN), at least five persons hacked to death a polytechnic college student after a heated argument erupted between the two communities of caste groups they belong to (the student is from the Dalit group). [size=no report]",0,1552576395,IND
4559073,356,IND47013,47013,24-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),Students (India),7,37,Southern Asia,India,Uttar Pradesh,Varanasi,Varanasi,Varanasi,25.3166,83.0104,1,United News of India,National,"On February 24, a student leader at Uday Pratap College was found shot dead in Varanasi (Uttar Pradesh). Although a motive is unclear he was preparing to contest the upcoming student union elections.",1,1552576396,IND
4559074,356,IND47014,47014,24-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),JKNC: Jammu and Kashmir National Conference,7,37,Southern Asia,India,Jammu and Kashmir,Jammu,Ranbir Singh Pura,Ranbir Singh Pura,32.6049,74.7315,2,State Times (India),Subnational,"On 24 Feb, unidentified persons shot at local JKNC leader and former MLC Dr Gagan Bhagat in the R.S. Pura area (Jammu, J&K). He was not injured in the attack.",0,1552576396,IND
4559142,764,THA3078,3078,24-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Thailand),,3,Civilians (Myanmar),Labour Group (Myanmar),7,37,South-Eastern Asia,Thailand,Samut Sakhon,Mueang Samut Sakhon,,Samut Sakhon,13.5475,100.2736,3,Thai News Service,National,"On 24 February 2019, three Myanmar workers were shot and wounded by the son of a pork shop owner where they live in Mahar Chaing market in Samut Sakhon province. This occured following an argument that occurred between the son and the workers.",0,1552576396,THA
4559399,356,IND46967,46967,23-Feb-19,2019,1,Violence against civilians,Attack,Police Forces of India (2014-),,1,Civilians (India),"YSRCP: Yuvajana, Sramika, Rythu Congress Party",7,17,Southern Asia,India,Andhra Pradesh,Guntur,Guruzala,Guruzala,16.5573,79.6348,2,The Hindu,National,"On 23 Feb, in Guruzala mandal (Guntur, AP), policemen alleged abused a YSRCP member who then tried to kill himself due to the inflicted humiliation. No further information was provided.",0,1552576396,IND
4559400,356,IND46969,46969,23-Feb-19,2019,1,Violence against civilians,Abduction/forced disappearance,Hussainpura Communal Militia (India),,4,Civilians (India),,7,47,Southern Asia,India,Punjab,Ludhiana,Ludhiana,Hussainpura,30.9594,75.8133,1,Chandigarh Tribune,National,"On February 23, a group of approximately 16 persons abducted and threatened a man and his family in Hussainpura (Ludhiana, Punjab). It is believe that this event is connected to a land dispute between two groups. [size=16]",0,1552576396,IND
4559774,356,IND46945,46945,22-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),BSP: Bahujan Samaj Party,7,37,Southern Asia,India,Haryana,Panipat,Samalkha,Samalkha,29.2355,77.0127,1,Hindustan Times (India),National,"On February 22, a BSP leader was shot dead by unknown persons in Samalkha (Panipat, Haryana).",1,1552576397,IND
4559775,356,IND46946,46946,22-Feb-19,2019,2,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),Government of India (2014-),7,37,Southern Asia,India,Tamil Nadu,Madurai,Usilampatti,Usilampatti,9.9658,77.7887,1,Times of India,National,"Assumed on 22 Feb, in Usilampatti town (Madurai, TN), a municipality commissioner was allegedly abused and assaulted by two people over the former's refusal to provide them permission for a building construction. No further information was provided.",0,1552576397,IND
4559776,356,IND46947,46947,22-Feb-19,2019,1,Violence against civilians,Attack,"YSRCP: Yuvajana, Sramika, Rythu Congress Party",,3,Civilians (India),Labour Group (India),7,37,Southern Asia,India,Andhra Pradesh,Chittoor,Yerravaripallem,Yerravaripallem,13.7052,79.1331,2,The Hindu,National,"On 22 Feb, in Yerravaripallem mandal (Chittoor, AP), a member of a public survey group was assaulted by two YSR Congress Party activists at Yalamanda village, alleging that he was deleting the names of voters. The survey member was also handed over to the police but the activists were also arrested later on.",0,1552576397,IND
4559777,356,IND46948,46948,22-Feb-19,2019,1,Violence against civilians,Attack,Other Backward Class (OBC) Communal Militia (India),,4,Civilians (India),Other Backward Class (OBC) Communal Group (India),7,47,Southern Asia,India,Tamil Nadu,Tiruvallur,Thiruthani,Thiruthani,13.1759,79.6164,1,New Indian Express; Hindustan Times (India),Subnational-National,"On 22 Feb, in Thiruthani (Tiruvallur, TN), an OBC youth was killed by his friend after the former posted on social media a video of them making casteist remarks against Dalits. The video went viral and sparked protests by Dalits. The victim was struck with a blunt instrument.",1,1552576397,IND
4560068,356,IND46824,46824,21-Feb-19,2019,1,Violence against civilians,Attack,Military Forces of India (2014-) Rashtriya Rifles,,1,Civilians (India),,7,17,Southern Asia,India,Jammu and Kashmir,Shopian,Shopian,Shopian,33.7165,74.8342,2,Early Times (India),Subnational,"On 21 Feb, an RR sentry fired after observing suspicious movements outside the Nagisharan camp in Shopian district (J&K). No injuries were reported.",0,1552576397,IND
4560073,356,IND46829,46829,21-Feb-19,2019,1,Violence against civilians,Attack,Military Forces of India (2014-) Rashtriya Rifles,,1,Civilians (India),Labour Group (India),7,17,Southern Asia,India,Jammu and Kashmir,Shopian,Shopian,Shopian,33.7165,74.8342,2,Pakistan Press International,Regional,"On 21 Feb, a local pharmacist was severely assaulted by soldiers when he attended the RR Nagisharan camp in Shopian district (J&K). He had responded to a request to visit the camp over the whereabouts of his brother.",0,1552576397,IND
4560117,356,IND46931,46931,21-Feb-19,2019,1,Violence against civilians,Attack,Police Forces of India (2014-),,1,Civilians (India),IYC: Indian Youth Congress,7,17,Southern Asia,India,Kerala,Kottayam,Changanassery,Changanassery,9.4422,76.5398,2,The Hindu,National,"On 21 Feb, near Changanassery town (Kottayam, Kerala), a Youth Congress activist was allegedly assaulted by a police team on patrol duty. The activist sustained stomach injuries.",0,1552576397,IND
4560118,356,IND46932,46932,21-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),Dalit Caste Group (India); Labour Group (India),7,37,Southern Asia,India,Kerala,Ernakulam,Kochi,Kochi,9.9398,76.2602,2,Times of India,National,"On 21 Feb, near Kochi tehsil (Ernakulam, Kerala), a young Dalit labourer succumbed to his severe injuries after he was assaulted by four men for unknown reasons. The source did not mention weapons used.",1,1552576397,IND
4560354,356,IND46729,46729,20-Feb-19,2019,1,Violence against civilians,Attack,Sorada Communal Militia (India),,4,Civilians (India),,7,47,Southern Asia,India,Odisha,Nayagarh,Nuagaon,Sorada,20.3176,84.9299,1,Odisha Sun Times (India),Subnational,"On February 20, a man was killed over a land dispute at Sorada village under Nuagaon police limits area (Nayagarh, Odisha).",1,1552576397,IND
4560355,356,IND46730,46730,20-Feb-19,2019,1,Violence against civilians,Attack,Police Forces of India (2014-) Border Security Force,,1,Civilians (India),,7,17,Southern Asia,India,Tripura,Sepahijala,Matinagar,Matinagar,23.5338,91.2317,1,Tripura Infoway (India),Subnational,"On February 20, Border Security Force (BSF) officials beat up locals in the market of Matin Nagar village in Sonamura area (Sepahijala, Tripura). At least 7 persons were injured and hospitalized. The reason behind the attack is unkown.",0,1552576397,IND
4560365,356,IND46740,46740,20-Feb-19,2019,1,Violence against civilians,Attack,Police Forces of India (2014-),,1,Civilians (India),,7,17,Southern Asia,India,Odisha,Koraput,Jeypore,Jeypore,18.8616,82.5514,2,Odisha Sun Times (India),Subnational,"On February 20, two policemen, who were reportedly in an inebriated state, beat up and injured two youths at Gandhinagar Chhak in Jeypore area (Koraput, Odisha). The victims were going towards an ATM kiosk to withdraw money.",0,1552576397,IND
4560389,356,IND46782,46782,20-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Caste Militia (India),,4,Civilians (India),INC: Indian National Congress,7,47,Southern Asia,India,West Bengal,Purulia,Balarampur,Balarampur,23.0971,86.2229,1,United News of India,National,"On 20 Feb, a Congress leader was attacked by unidentified men in Balarampur district (UP). Report indicates the victim was seriously injured but does not mention the use of weapons. Report also indicates the attack was caste based.",0,1552576397,IND
4560423,764,THA3073,3073,20-Feb-19,2019,1,Violence against civilians,Attack,Southern Muslim Separatists (Thailand),,2,Civilians (Thailand),Buddhist Group (Thailand),7,27,South-Eastern Asia,Thailand,Pattani,Panare,,Ban Klang,6.823,101.4899,2,Nation (Thailand),National,"On 20 February 2019, police said Southern Muslim Separatists opened fire on a Buddhist temple in Moo 5 village in tambon Ban Klang (Panare, Pattani). Witnesses said there were 10 gunshots but none of the 5 monks living there were injured.",0,1552576397,THA
4560705,356,IND46701,46701,19-Feb-19,2019,2,Violence against civilians,Attack,Police Forces of India (2014-),,1,Civilians (India),Farmers (India),7,17,Southern Asia,India,Andhra Pradesh,Guntur,Edlapadu,Kondaveedu,16.2632,80.2623,1,Bangalore Mirror,Subnational,"Assumed on 19 Feb, in Kondavidu village (Guntur, AP), a farmer was allegedly killed by policemen over the farmer's objection to felling of his papaya crop in his two-acre land for a helipad. The district police, however, denied the allegations and maintained that the farmer committed suicide due to personal reasons.",1,1552576398,IND
4560751,764,THA3070,3070,19-Feb-19,2019,1,Violence against civilians,Attack,Southern Muslim Separatists (Thailand),,2,Civilians (Thailand),,7,27,South-Eastern Asia,Thailand,Yala,Raman,,Raman,6.4786,101.4241,2,Bangkok Post,National,"On 19 February 2019, a local resident and his wife while driving home were targeted by a drive-by shooting by two men, suspected southern Muslim separatists, on a motorcycle between tambon Koror and tambon Karubee in Raman district (Raman, Yala), resulting in the resident's death. His wife escaped unharmed.",1,1552576398,THA
4560758,356,IND46918,46918,19-Feb-19,2019,1,Violence against civilians,Attack,Police Forces of India (2014-) Border Security Force,,1,Civilians (Pakistan),,7,17,Southern Asia,India,Punjab,Gurdaspur,Dera Baba Nanak,Dera Baba Nanak,32.0373,75.0278,2,Hindustan Times (India),National,"On February 19, a civilian believed to be from Pakistan was shot at by security personnel as she moved towards Indian territory in Dera Baba Nanak area (Gurdaspur, Punjab). She died a few days later while being treated in hospital.",1,1552576398,IND
4561014,356,IND46567,46567,18-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),TMC: Trinamool Congress Party,7,37,Southern Asia,India,West Bengal,South 24 Parganas,Budge Budge,Budge Budge,22.4643,88.1712,1,Telegraph (India),National,"On February 18, a Trinamul Congress councillor was shot at and injured from close range by unidentified men in front of a party office at Budge Budge city (South 24 Parganas, West Bengal). The attackers also hurled crude bombs to scare away bystanders.",0,1552576398,IND
4561074,356,IND46627,46627,18-Feb-19,2019,1,Violence against civilians,Attack,Chikkade Communal Militia (India),,4,Civilians (India),Government of India (2014-),7,47,Southern Asia,India,Karnataka,Mandya,Pandavapura,Chikkade,12.4959,76.7019,1,The Hindu; Star of Mysore (India),Subnational-National,"On 18 Feb, in Chikkade in Pandavapura tehsil (Mandya, Karnataka), a gram panchayat member (Thimme Gowda) was hacked to death by unidentified assailants at the Deviramma temple fair. 4 were also injured. Police and villagers alleged that the attack might be due to his position as the leader in the village or due to a long-standing family dispute.",1,1552576398,IND
4561076,356,IND46629,46629,18-Feb-19,2019,2,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),Hindu Group (India),7,37,Southern Asia,India,Tamil Nadu,Salem,Salem,Salem,11.6511,78.1586,2,Deccan Chronicle,National,"Between 17-19 Feb, near Salem (Salem, TN), a priest of a Kali Amman temple was killed by unidentified assailants. He went missing and found dead with severe neck injuries.",1,1552576398,IND
4561089,356,IND46652,46652,18-Feb-19,2019,1,Violence against civilians,Attack,Military Forces of India (2014-),,1,Civilians (India),Labour Group (India),7,17,Southern Asia,India,Jammu and Kashmir,Samba,Samba,Samba,32.5625,75.1199,2,United News of India,National,"On 18 Feb, members of the army's Quick Response Team shot and injured a truck driver on the highway near Samba district town (J&K) when he failed to stop upon request.",0,1552576398,IND
4561106,356,IND46669,46669,18-Feb-19,2019,1,Violence against civilians,Attack,Military Forces of India (2014-),,1,Civilians (India),Lawyers (India),7,17,Southern Asia,India,Jammu and Kashmir,Srinagar,Srinagar North,Srinagar,34.0857,74.8056,1,Pakistan Press International,Regional,"On 18 Feb, a lawyer was assaulted by army personnel after being stopped on the highway in the Hyderpora area of Srinagar city (J&K).",0,1552576398,IND
4561389,356,IND46431,46431,17-Feb-19,2019,1,Violence against civilians,Attack,Police Forces of India (2014-),,1,Civilians (India),Prisoners (India),7,17,Southern Asia,India,Manipur,Bishnupur,Moirang,Keibul,24.4809,93.811,1,Time8 (India),Subnational,"On February 17, a man in police custody died in the police station in Keibul village near the National Park (Bishnupur, Manipur). The man had been detained on charges of killing a wild boar, and the police alleged he committed suicide by hanging himself.",1,1552576398,IND
4561398,356,IND46440,46440,17-Feb-19,2019,1,Violence against civilians,Attack,Police Forces of India (2014-) Central Reserve Police Force,,1,Civilians (India),Police Forces of India (2014-),7,17,Southern Asia,India,Maharashtra,Pune,Baramati,Baramati,18.1517,74.5776,2,Hindustan Times (India),National,"On 17 Feb, in Baramati taluka (Pune, Maha), a CRPF man was allegedly assaulted and handcuffed by Pune rural policemen over an argument about the CRPF's misconduct. The CRPF man allegedly used foul language and damaged chairs leading to the assault.",0,1552576398,IND
4561459,356,IND46501,46501,17-Feb-19,2019,1,Violence against civilians,Attack,CPI(M): Communist Party of India (Marxist),,3,Civilians (India),IYC: Indian Youth Congress,7,37,Southern Asia,India,Kerala,Kasaragod,Hosdurg,Kanhangad,12.3081,75.1063,2,United News of India; Hindustan Times (India); Times of India,National,"On 17 Feb, near Kanhangad in Hosdurg tehsil (Kasaragod, Kerala), an alleged group of CPI-M men hacked to death two members of the Youth Congress (Kripesh and Sarath Lal alias Joshi). The attack might be in retaliation to the attack on a CPM worker last January. CPI-M denied the murders.",2,1552576398,IND
4561469,356,IND46527,46527,17-Feb-19,2019,1,Violence against civilians,Attack,Police Forces of India (2014-),,1,Civilians (India),Labour Group (India),7,17,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,United News of India,National,"On 17 Feb, police allegedly assaulted vegetable sellers and destroyed items amid a citywide curfew in Jammu city (J&K).",0,1552576398,IND
4561475,356,IND46533,46533,17-Feb-19,2019,1,Violence against civilians,Attack,Police Forces of India (2014-),,1,Civilians (India),Kashmiri Communal Group (India),7,17,Southern Asia,India,Jammu and Kashmir,Samba,Samba,Samba,32.5625,75.1199,3,State Times (India),Subnational,"On 17 Feb, police allegedly assaulted and robbed several Kashmiris returning from a cricket match as they travelled through a checkpoint from Samba district town (J&K) to Udhampur district town.",0,1552576398,IND
